EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3490506,Rain,Moderate,6/1/22 3:53,6/1/22 4:33,0.13,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490507,Rain,Light,6/1/22 4:33,6/1/22 5:53,0.09,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490508,Rain,Moderate,6/1/22 5:53,6/1/22 6:53,0.11,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490509,Rain,Light,6/1/22 6:53,6/1/22 15:53,0.53,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490510,Rain,Moderate,6/1/22 15:53,6/1/22 16:20,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490511,Rain,Light,6/1/22 16:20,6/1/22 16:53,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490512,Rain,Light,6/3/22 22:53,6/3/22 23:18,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490513,Rain,Light,6/6/22 2:53,6/6/22 3:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490514,Rain,Light,6/6/22 22:26,6/6/22 22:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490515,Rain,Light,6/6/22 23:48,6/6/22 23:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490516,Rain,Light,6/13/22 0:43,6/13/22 1:11,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490517,Rain,Light,6/25/22 1:53,6/25/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490518,Rain,Light,6/30/22 4:45,6/30/22 4:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490519,Rain,Light,6/30/22 19:53,6/30/22 20:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490520,Rain,Light,7/2/22 2:53,7/2/22 3:00,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490521,Rain,Light,7/4/22 1:53,7/4/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490522,Rain,Light,7/5/22 3:58,7/5/22 5:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490523,Rain,Light,7/5/22 22:40,7/5/22 23:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490524,Rain,Light,7/7/22 0:03,7/7/22 1:15,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490525,Rain,Light,7/7/22 1:29,7/7/22 1:36,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490526,Rain,Light,7/7/22 23:15,7/7/22 23:18,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490527,Hail,Other,7/7/22 23:18,7/7/22 23:20,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490528,Precipitation,UNK,7/7/22 23:32,7/7/22 23:57,0.59,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490529,Rain,Light,7/11/22 1:20,7/11/22 1:43,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490530,Rain,Light,7/13/22 0:40,7/13/22 1:26,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490531,Rain,Light,7/15/22 0:32,7/15/22 1:15,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490532,Rain,Light,7/15/22 1:41,7/15/22 4:53,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490533,Rain,Light,7/16/22 0:44,7/16/22 0:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490534,Rain,Light,7/16/22 1:53,7/16/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490535,Rain,Light,7/16/22 6:53,7/16/22 7:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490536,Rain,Light,7/18/22 21:27,7/18/22 21:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490537,Rain,Light,7/19/22 1:14,7/19/22 1:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490538,Rain,Light,7/19/22 23:31,7/19/22 23:45,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490539,Rain,Light,7/20/22 3:17,7/20/22 3:34,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490540,Rain,Light,7/21/22 1:22,7/21/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490541,Rain,Light,7/23/22 23:02,7/23/22 23:24,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490542,Rain,Light,7/23/22 23:40,7/24/22 0:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490543,Rain,Light,7/24/22 3:53,7/24/22 5:12,0.07,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490544,Rain,Light,7/24/22 23:53,7/25/22 0:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490545,Rain,Light,7/25/22 1:53,7/25/22 2:53,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490546,Rain,Light,7/27/22 4:11,7/27/22 4:17,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490547,Rain,Light,7/28/22 12:02,7/28/22 12:53,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490548,Rain,Moderate,7/30/22 0:29,7/30/22 0:53,0.38,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490549,Precipitation,UNK,7/30/22 0:53,7/30/22 1:53,0.19,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490550,Rain,Light,8/4/22 1:41,8/4/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490551,Rain,Light,8/7/22 4:17,8/7/22 5:53,0.08,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490552,Rain,Light,8/8/22 2:04,8/8/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490553,Rain,Light,8/8/22 3:10,8/8/22 3:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490554,Rain,Light,8/8/22 4:53,8/8/22 5:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490555,Rain,Light,8/14/22 22:53,8/14/22 23:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490556,Rain,Light,8/15/22 6:41,8/15/22 7:09,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490557,Rain,Light,8/15/22 23:50,8/16/22 0:03,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490558,Rain,Light,8/16/22 0:27,8/16/22 3:53,0.13,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490559,Rain,Light,8/16/22 7:53,8/16/22 8:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490560,Rain,Light,8/16/22 16:06,8/16/22 17:23,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490561,Rain,Light,8/16/22 17:53,8/16/22 20:53,0.11,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490562,Fog,Severe,8/17/22 13:49,8/17/22 16:34,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490563,Rain,Light,8/21/22 0:53,8/21/22 1:21,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490564,Precipitation,UNK,8/21/22 23:08,8/22/22 0:53,3.6,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490565,Rain,Light,8/22/22 0:53,8/22/22 1:09,0.05,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490566,Rain,Light,8/22/22 1:21,8/22/22 2:53,0.09,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490567,Rain,Light,8/25/22 23:53,8/26/22 0:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490568,Rain,Light,8/26/22 2:53,8/26/22 3:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490569,Rain,Light,8/28/22 23:48,8/28/22 23:57,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490570,Rain,Light,8/29/22 0:18,8/29/22 0:20,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490571,Rain,Light,8/29/22 1:15,8/29/22 1:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490572,Rain,Light,9/3/22 3:53,9/3/22 4:31,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490573,Precipitation,UNK,9/3/22 4:31,9/3/22 5:13,1.07,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490574,Rain,Light,9/3/22 5:13,9/3/22 6:53,0.13,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490575,Rain,Light,9/10/22 2:53,9/10/22 4:28,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490576,Rain,Light,9/10/22 4:53,9/10/22 6:49,0.05,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490577,Fog,Severe,9/10/22 6:49,9/10/22 9:17,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490578,Rain,Light,9/10/22 9:53,9/10/22 14:53,0.23,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490579,Fog,Severe,9/10/22 14:53,9/10/22 17:07,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490580,Rain,Light,9/10/22 17:07,9/10/22 17:47,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490581,Fog,Severe,9/10/22 17:47,9/10/22 18:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490582,Rain,Light,9/10/22 18:53,9/10/22 19:21,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490583,Rain,Light,9/10/22 20:25,9/10/22 21:16,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490584,Rain,Light,9/10/22 22:22,9/10/22 23:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490585,Rain,Light,9/11/22 0:53,9/11/22 1:13,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490586,Fog,Severe,9/11/22 12:01,9/11/22 14:17,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490587,Rain,Light,9/14/22 23:53,9/15/22 2:53,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490588,Rain,Light,9/16/22 1:53,9/16/22 2:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490589,Rain,Light,9/21/22 21:36,9/21/22 21:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490590,Rain,Light,9/21/22 22:49,9/22/22 3:53,0.19,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490591,Rain,Light,9/22/22 6:53,9/22/22 12:53,0.06,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490592,Rain,Light,9/30/22 23:53,10/1/22 0:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490593,Rain,Moderate,10/1/22 0:53,10/1/22 1:04,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490594,Rain,Light,10/1/22 2:53,10/1/22 3:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490595,Rain,Moderate,10/1/22 4:53,10/1/22 5:53,0.11,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490596,Rain,Light,10/1/22 5:53,10/1/22 6:16,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490597,Rain,Light,10/1/22 23:53,10/2/22 0:07,0.07,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490598,Rain,Light,10/2/22 0:37,10/2/22 0:53,0.05,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490599,Rain,Light,10/2/22 16:53,10/2/22 17:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490600,Rain,Light,10/4/22 1:16,10/4/22 2:53,0.08,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490601,Rain,Moderate,10/4/22 2:53,10/4/22 3:53,0.16,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490602,Rain,Light,10/4/22 3:53,10/4/22 4:53,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490603,Fog,Moderate,10/4/22 13:53,10/4/22 14:25,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490604,Fog,Severe,10/4/22 14:25,10/4/22 19:16,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490605,Rain,Light,10/7/22 5:53,10/7/22 6:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490606,Fog,Severe,10/7/22 10:36,10/7/22 11:37,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490607,Fog,Severe,10/7/22 14:57,10/7/22 17:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490608,Rain,Light,10/8/22 5:53,10/8/22 6:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490609,Rain,Light,10/12/22 1:15,10/12/22 1:22,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490610,Rain,Light,10/24/22 0:53,10/24/22 1:39,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490611,Snow,Light,10/27/22 13:53,10/27/22 18:53,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490612,Snow,Moderate,10/27/22 18:53,10/27/22 19:53,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490613,Snow,Light,11/4/22 0:05,11/4/22 1:35,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490614,Snow,Moderate,11/4/22 1:35,11/4/22 1:53,0.07,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490615,Snow,Heavy,11/4/22 1:53,11/4/22 2:02,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490616,Snow,Light,11/4/22 2:02,11/4/22 4:38,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490617,Snow,Moderate,11/4/22 4:38,11/4/22 4:53,0.06,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490618,Snow,Heavy,11/4/22 4:53,11/4/22 5:00,0.07,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490619,Snow,Light,11/4/22 5:00,11/4/22 5:39,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490620,Snow,Light,11/4/22 5:53,11/4/22 6:19,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490621,Snow,Light,11/4/22 10:58,11/4/22 11:12,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490622,Fog,Severe,11/4/22 13:38,11/4/22 13:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490623,Fog,Severe,11/4/22 14:25,11/4/22 14:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490624,Fog,Severe,11/4/22 15:12,11/4/22 16:04,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490625,Snow,Light,11/4/22 16:04,11/4/22 16:18,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490626,Fog,Severe,11/4/22 16:18,11/4/22 16:42,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490627,Fog,Severe,11/9/22 12:24,11/9/22 15:30,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490628,Fog,Severe,11/10/22 3:05,11/10/22 4:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490629,Snow,Light,11/10/22 5:57,11/10/22 6:20,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490630,Snow,Light,11/11/22 9:29,11/11/22 12:12,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490631,Snow,Light,11/15/22 4:20,11/15/22 4:58,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490632,Snow,Light,11/15/22 5:22,11/15/22 14:46,0.11,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490633,Snow,Light,11/17/22 14:18,11/17/22 18:53,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490634,Snow,Light,11/17/22 19:43,11/18/22 14:08,0.16,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490635,Snow,Light,11/24/22 7:02,11/24/22 7:38,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490636,Snow,Light,11/29/22 6:53,11/29/22 18:30,0.21,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490637,Fog,Moderate,11/30/22 13:53,11/30/22 14:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490638,Snow,Light,12/13/22 7:26,12/13/22 11:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490639,Snow,Moderate,12/13/22 11:53,12/13/22 12:33,0.04,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490640,Snow,Light,12/13/22 12:33,12/13/22 14:53,0.06,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490641,Snow,Moderate,12/13/22 14:53,12/13/22 15:53,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490642,Snow,Light,12/13/22 15:53,12/13/22 22:53,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490643,Fog,Severe,12/13/22 22:53,12/13/22 22:58,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490644,Snow,Light,12/13/22 23:28,12/13/22 23:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490645,Snow,Light,12/14/22 5:16,12/14/22 6:19,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490646,Snow,Light,12/21/22 23:30,12/22/22 2:53,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490647,Snow,Moderate,12/22/22 2:53,12/22/22 3:53,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490648,Snow,Heavy,12/22/22 3:53,12/22/22 3:57,0.12,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490649,Snow,Light,12/22/22 3:57,12/22/22 4:40,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490650,Snow,Moderate,12/22/22 4:40,12/22/22 6:04,0.13,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490651,Snow,Light,12/22/22 6:04,12/22/22 8:28,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490652,Cold,Severe,12/22/22 8:28,12/22/22 8:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490653,Snow,Light,12/22/22 8:53,12/22/22 9:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490654,Cold,Severe,12/22/22 9:53,12/22/22 20:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490655,Cold,Severe,12/23/22 1:53,12/23/22 9:53,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490656,Snow,Light,12/26/22 8:46,12/26/22 10:32,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490657,Snow,Light,12/26/22 11:40,12/26/22 12:21,0,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490658,Rain,Light,12/28/22 22:53,12/29/22 1:57,0.26,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490659,Snow,Moderate,12/29/22 2:09,12/29/22 2:53,0.08,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490660,Snow,Heavy,12/29/22 2:53,12/29/22 3:06,0.1,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490661,Snow,Light,12/29/22 3:06,12/29/22 3:53,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490662,Snow,Heavy,12/29/22 3:53,12/29/22 4:59,0.24,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490663,Snow,Light,12/29/22 4:59,12/29/22 5:50,0.01,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490664,Snow,Heavy,12/29/22 5:50,12/29/22 6:53,0.19,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490665,Snow,Moderate,12/29/22 6:53,12/29/22 7:53,0.05,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490666,Snow,Light,12/29/22 7:53,12/29/22 8:53,0.02,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490667,Snow,Moderate,12/29/22 8:53,12/29/22 9:34,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
W-3490668,Snow,Light,12/29/22 9:34,12/29/22 11:25,0.03,US/Mountain,KDEN,39.8466,-104.6562,Denver,Denver,CO,80249
