,EventId,Type,Severity,StartTime(UTC),Precipitation(in),AirportCode,LocationLat,LocationLng,City,County,State
1352655,W-1426961,Rain,Light,2016-05-24 16:05:00,0.0,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352656,W-1426962,Rain,Light,2016-05-24 17:18:00,0.02,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352657,W-1426963,Fog,Moderate,2016-05-26 00:53:00,0.0,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352658,W-1426964,Rain,Light,2016-05-26 13:53:00,0.12,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352659,W-1426965,Rain,Light,2016-05-26 18:53:00,0.0,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352660,W-1426966,Rain,Light,2016-05-26 20:53:00,0.0,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352661,W-1426967,Rain,Light,2016-05-27 04:45:00,0.0,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352662,W-1426968,Rain,Light,2016-05-27 05:06:00,0.1,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352663,W-1426969,Rain,Moderate,2016-05-27 05:36:00,0.2,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352664,W-1426970,Rain,Heavy,2016-05-27 05:53:00,0.39,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352665,W-1426971,Rain,Light,2016-05-27 06:07:00,0.21,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352666,W-1426972,Rain,Light,2016-05-27 11:10:00,0.1,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352667,W-1426973,Rain,Moderate,2016-05-27 11:28:00,1.03,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352668,W-1426974,Rain,Light,2016-05-27 12:10:00,0.05,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
1352669,W-1426975,Rain,Moderate,2016-05-27 12:53:00,0.16,KRBD,32.6809,-96.8682,Dallas,Dallas,TX
